activo,franja,estrat,tp,ttl,P1_n,P1_pnl,P1_win,P1_PF,P1_DD,P2_n,P2_pnl,P2_win,P2_PF,P2_DD,P3_n,P3_pnl,P3_win,P3_PF,P3_DD
XAUUSDm,12-14,RSI2,2.0,24,551,1.0,33.4,1.0,-26.0,330,-21.0,31.2,0.91,-37.0,257,-20.0,30.7,0.89,-44.0
XAUUSDm,12-14,RSI2,2.0,48,551,1.0,33.4,1.0,-26.0,330,-21.0,31.2,0.91,-37.0,257,-20.0,30.7,0.89,-44.0
XAUUSDm,12-14,RSI2,2.5,24,536,-12.5,27.8,0.97,-36.0,327,-8.5,27.8,0.96,-43.0,249,-18.0,26.5,0.9,-42.5
XAUUSDm,12-14,RSI2,2.5,48,536,-13.5,27.8,0.97,-37.0,327,-8.5,27.8,0.96,-43.0,249,-18.0,26.5,0.9,-42.5
XAUUSDm,12-14,RSI2,3.0,24,528,2.0,25.0,1.01,-49.0,322,-5.0,24.5,0.98,-45.0,245,-44.0,20.4,0.77,-59.0
XAUUSDm,12-14,RSI2,3.0,48,528,1.0,25.0,1.0,-49.0,322,-2.0,24.8,0.99,-45.0,245,-45.0,20.4,0.77,-60.0
XAUUSDm,14-16,BREAK24,2.0,24,368,3.0,33.4,1.01,-30.0,255,-15.0,31.0,0.91,-33.0,156,19.0,37.2,1.2,-23.0
XAUUSDm,14-16,BREAK24,2.0,48,368,1.0,33.4,1.0,-31.0,255,-14.0,31.4,0.92,-32.0,156,18.0,37.2,1.18,-23.0
XAUUSDm,14-16,BREAK24,2.5,24,353,8.0,28.9,1.03,-30.5,245,-4.5,27.3,0.97,-25.0,150,12.5,30.0,1.12,-23.0
XAUUSDm,14-16,BREAK24,2.5,48,353,8.5,29.2,1.03,-31.5,245,-1.5,28.2,0.99,-23.5,150,12.0,30.7,1.12,-23.0
XAUUSDm,14-16,BREAK24,3.0,24,342,-8.0,23.4,0.97,-31.0,236,-31.0,20.3,0.82,-48.0,145,20.0,26.9,1.21,-21.0
XAUUSDm,14-16,BREAK24,3.0,48,342,4.0,24.9,1.02,-27.0,236,-23.0,22.0,0.87,-45.0,145,17.0,27.6,1.17,-22.0
XAUUSDm,14-16,BREAK48,2.0,24,302,-1.0,33.1,1.0,-26.0,221,-13.0,31.2,0.91,-28.0,121,12.0,36.4,1.16,-13.0
XAUUSDm,14-16,BREAK48,2.0,48,302,-2.0,33.1,0.99,-27.0,221,-14.0,31.2,0.91,-29.0,121,11.0,36.4,1.14,-13.0
XAUUSDm,14-16,BREAK48,2.5,24,289,10.5,29.4,1.05,-22.0,212,-5.0,27.4,0.97,-22.0,115,4.5,28.7,1.06,-16.0
XAUUSDm,14-16,BREAK48,2.5,48,289,8.5,29.4,1.04,-23.0,212,-2.0,28.3,0.99,-20.5,115,5.0,29.6,1.06,-14.5
XAUUSDm,14-16,BREAK48,3.0,24,282,-1.0,24.1,1.0,-25.0,205,-26.0,20.5,0.83,-40.0,112,11.0,25.9,1.14,-17.0
XAUUSDm,14-16,BREAK48,3.0,48,282,6.0,25.2,1.03,-26.0,205,-15.0,22.9,0.9,-37.0,112,9.0,26.8,1.11,-16.0
XAUUSDm,14-16,MOMEMA,2.0,24,771,62.0,35.4,1.13,-26.0,496,-17.0,31.9,0.95,-48.0,397,4.0,33.0,1.02,-16.0
XAUUSDm,14-16,MOMEMA,2.0,48,771,59.0,35.8,1.12,-27.0,496,-18.0,32.1,0.95,-48.0,397,2.0,33.5,1.01,-17.0
XAUUSDm,14-16,MOMEMA,2.5,24,719,35.5,28.8,1.07,-28.0,470,-31.0,26.0,0.91,-56.0,378,-6.5,26.7,0.97,-36.0
XAUUSDm,14-16,MOMEMA,2.5,48,719,41.5,29.9,1.08,-27.5,470,-28.5,26.6,0.92,-54.0,378,0.5,28.3,1.0,-36.0
XAUUSDm,14-16,MOMEMA,3.0,24,678,34.0,24.5,1.07,-27.0,450,-48.0,21.1,0.86,-70.0,358,6.0,23.5,1.02,-34.0
XAUUSDm,14-16,MOMEMA,3.0,48,678,51.0,26.3,1.11,-23.0,450,-35.0,22.7,0.9,-57.0,358,20.0,26.0,1.08,-32.0
XAUUSDm,14-16,EMACROSS,2.0,24,117,13.0,36.8,1.18,-14.0,64,8.0,37.5,1.2,-10.0,49,7.0,36.7,1.24,-5.0
XAUUSDm,14-16,EMACROSS,2.0,48,117,12.0,36.8,1.16,-14.0,64,8.0,37.5,1.2,-10.0,49,11.0,40.8,1.38,-5.0
XAUUSDm,14-16,EMACROSS,2.5,24,117,20.0,32.5,1.27,-14.0,64,-6.5,23.4,0.85,-16.0,49,5.5,30.6,1.17,-7.5
XAUUSDm,14-16,EMACROSS,2.5,48,117,19.5,33.3,1.25,-15.0,64,0.0,28.1,1.0,-12.0,49,10.5,34.7,1.33,-7.0
XAUUSDm,14-16,EMACROSS,3.0,24,117,19.0,27.4,1.25,-17.0,64,-6.0,20.3,0.87,-14.0,49,-3.0,22.4,0.92,-16.0
XAUUSDm,14-16,EMACROSS,3.0,48,117,21.0,29.1,1.26,-19.0,64,2.0,25.0,1.04,-10.0,49,0.0,24.5,1.0,-16.0
XAUUSDm,14-16,RETEST24,2.0,24,418,-37.0,30.1,0.87,-51.0,263,-10.0,31.6,0.94,-22.0,202,26.0,36.6,1.21,-11.0
XAUUSDm,14-16,RETEST24,2.0,48,418,-36.0,30.4,0.88,-49.0,263,-11.0,31.9,0.94,-23.0,202,38.0,39.6,1.31,-11.0
XAUUSDm,14-16,RETEST24,2.5,24,414,-39.0,25.1,0.87,-58.5,260,-18.0,25.4,0.9,-33.5,198,33.5,31.8,1.27,-18.0
XAUUSDm,14-16,RETEST24,2.5,48,414,-25.0,26.6,0.92,-51.0,260,-6.0,27.7,0.97,-26.5,198,45.5,34.8,1.36,-16.5
XAUUSDm,14-16,RETEST24,3.0,24,409,-50.0,20.3,0.83,-73.0,256,-31.0,20.3,0.83,-41.0,195,32.0,26.7,1.26,-22.0
XAUUSDm,14-16,RETEST24,3.0,48,409,-20.0,23.2,0.93,-54.0,256,-21.0,22.3,0.89,-40.0,195,57.0,31.8,1.44,-16.0
XAUUSDm,14-16,RETEST48,2.0,24,348,-33.0,29.9,0.86,-45.0,226,-10.0,31.4,0.93,-24.0,151,35.0,40.4,1.4,-7.0
XAUUSDm,14-16,RETEST48,2.0,48,348,-32.0,30.2,0.87,-43.0,226,-10.0,31.9,0.94,-25.0,151,41.0,42.4,1.47,-7.0
XAUUSDm,14-16,RETEST48,2.5,24,346,-35.0,24.9,0.86,-54.5,224,-25.0,24.1,0.84,-39.5,150,43.5,35.3,1.49,-7.5
XAUUSDm,14-16,RETEST48,2.5,48,346,-23.5,26.3,0.91,-50.0,224,-12.0,26.8,0.93,-31.5,150,51.5,38.0,1.57,-8.5
XAUUSDm,14-16,RETEST48,3.0,24,343,-38.0,20.7,0.85,-59.0,224,-37.0,19.2,0.78,-46.0,148,43.0,29.7,1.48,-11.0
XAUUSDm,14-16,RETEST48,3.0,48,343,-16.0,23.3,0.94,-49.0,224,-26.0,21.4,0.85,-43.0,148,60.0,34.5,1.65,-10.0
XAUUSDm,14-16,VWAP,2.0,24,159,1.0,32.7,1.01,-18.0,107,8.0,35.5,1.12,-17.0,70,20.0,42.9,1.5,-9.0
XAUUSDm,14-16,VWAP,2.0,48,159,0.0,32.7,1.0,-18.0,107,8.0,35.5,1.12,-17.0,70,20.0,42.9,1.5,-9.0
XAUUSDm,14-16,VWAP,2.5,24,155,0.0,27.1,1.0,-14.0,106,-3.0,26.4,0.96,-16.0,70,10.0,31.4,1.22,-9.5
XAUUSDm,14-16,VWAP,2.5,48,155,-4.0,27.1,0.96,-15.5,106,7.0,30.2,1.1,-16.0,70,11.5,32.9,1.25,-9.5
XAUUSDm,14-16,VWAP,3.0,24,154,-5.0,22.1,0.95,-23.0,105,-9.0,21.0,0.88,-18.0,70,14.0,28.6,1.3,-10.0
XAUUSDm,14-16,VWAP,3.0,48,154,-7.0,22.7,0.94,-28.0,105,-6.0,21.9,0.92,-18.0,70,19.0,31.4,1.4,-9.0
XAUUSDm,14-16,RSI2,2.0,24,382,-10.0,32.2,0.96,-35.0,256,-32.0,28.9,0.82,-39.0,163,-2.0,31.9,0.98,-20.0
XAUUSDm,14-16,RSI2,2.0,48,382,-10.0,32.5,0.96,-36.0,256,-31.0,29.3,0.83,-38.0,163,6.0,34.4,1.06,-14.0
XAUUSDm,14-16,RSI2,2.5,24,378,-17.0,26.5,0.94,-38.0,253,-24.5,24.9,0.87,-33.5,160,-12.0,25.0,0.89,-27.5
XAUUSDm,14-16,RSI2,2.5,48,378,-11.0,27.5,0.96,-33.5,253,-17.5,26.5,0.91,-28.5,160,-0.5,28.1,1.0,-16.5
XAUUSDm,14-16,RSI2,3.0,24,375,-37.0,21.1,0.86,-50.0,247,-50.0,18.2,0.73,-57.0,159,-11.0,21.4,0.9,-34.0
XAUUSDm,14-16,RSI2,3.0,48,375,-17.0,23.5,0.94,-40.0,247,-35.0,21.1,0.82,-42.0,159,3.0,25.2,1.03,-18.0
XAUUSDm,16-18,BREAK24,2.0,24,270,-78.0,23.0,0.61,-82.0,171,-44.0,24.6,0.66,-52.0,133,-17.0,27.8,0.81,-28.0
XAUUSDm,16-18,BREAK24,2.0,48,270,-79.0,23.3,0.61,-83.0,171,-42.0,25.1,0.67,-50.0,133,-15.0,29.3,0.84,-29.0
XAUUSDm,16-18,BREAK24,2.5,24,256,-85.5,17.6,0.57,-88.5,165,-33.5,22.4,0.73,-44.0,130,-16.5,23.8,0.82,-33.0
XAUUSDm,16-18,BREAK24,2.5,48,256,-79.0,19.5,0.61,-81.0,165,-32.0,23.0,0.75,-42.5,130,-13.5,25.4,0.86,-34.0
XAUUSDm,16-18,BREAK24,3.0,24,252,-101.0,13.1,0.5,-105.0,161,-40.0,18.0,0.69,-51.0,128,-29.0,17.2,0.69,-35.0
XAUUSDm,16-18,BREAK24,3.0,48,252,-84.0,16.3,0.59,-87.0,161,-35.0,19.3,0.73,-49.0,128,-14.0,21.9,0.86,-28.0
XAUUSDm,16-18,BREAK48,2.0,24,153,-56.0,20.3,0.53,-55.0,98,-10.0,29.6,0.85,-23.0,68,-17.0,23.5,0.65,-23.0
XAUUSDm,16-18,BREAK48,2.0,48,153,-56.0,20.9,0.53,-55.0,98,-8.0,30.6,0.88,-21.0,68,-16.0,25.0,0.68,-24.0
XAUUSDm,16-18,BREAK48,2.5,24,147,-64.5,14.3,0.45,-64.0,94,-4.5,26.6,0.93,-20.5,65,-13.0,21.5,0.73,-20.0
XAUUSDm,16-18,BREAK48,2.5,48,147,-55.0,17.7,0.54,-54.5,94,-3.0,27.7,0.96,-19.0,65,-11.5,23.1,0.77,-21.0
XAUUSDm,16-18,BREAK48,3.0,24,143,-73.0,10.5,0.38,-72.0,91,-11.0,20.9,0.84,-25.0,65,-19.0,15.4,0.61,-21.0
XAUUSDm,16-18,BREAK48,3.0,48,143,-69.0,12.6,0.44,-68.0,91,-9.0,22.0,0.87,-26.0,65,-15.0,18.5,0.71,-20.0
XAUUSDm,16-18,MOMEMA,2.0,24,637,-34.0,30.0,0.92,-65.0,361,-28.0,29.4,0.88,-53.0,316,6.0,32.9,1.03,-37.0
XAUUSDm,16-18,MOMEMA,2.0,48,637,-25.0,31.6,0.94,-62.0,361,-20.0,31.3,0.92,-48.0,316,6.0,33.9,1.03,-38.0
XAUUSDm,16-18,MOMEMA,2.5,24,596,-30.0,24.5,0.92,-76.0,337,-39.5,22.8,0.83,-64.5,307,-0.5,27.0,1.0,-51.0
XAUUSDm,16-18,MOMEMA,2.5,48,596,-7.0,27.5,0.98,-64.5,337,-33.0,24.9,0.86,-60.0,307,10.0,29.3,1.05,-47.0
XAUUSDm,16-18,MOMEMA,3.0,24,574,-100.0,17.6,0.75,-116.0,320,-55.0,18.1,0.76,-71.0,301,-1.0,22.9,1.0,-48.0
XAUUSDm,16-18,MOMEMA,3.0,48,574,-54.0,21.8,0.87,-97.0,320,-41.0,20.9,0.83,-64.0,301,24.0,26.6,1.11,-40.0
XAUUSDm,16-18,EMACROSS,2.0,24,90,-6.0,30.0,0.9,-15.0,35,-5.0,25.7,0.78,-11.0,44,7.0,38.6,1.26,-5.0
XAUUSDm,16-18,EMACROSS,2.0,48,90,-9.0,30.0,0.86,-16.0,35,1.0,34.3,1.04,-8.0,44,7.0,38.6,1.26,-5.0
XAUUSDm,16-18,EMACROSS,2.5,24,90,-21.0,20.0,0.68,-28.5,35,-10.0,17.1,0.6,-12.5,44,2.0,27.3,1.07,-6.0
XAUUSDm,16-18,EMACROSS,2.5,48,90,-22.5,21.1,0.68,-30.0,35,-9.5,20.0,0.65,-12.0,44,2.5,29.5,1.08,-6.0
XAUUSDm,16-18,EMACROSS,3.0,24,90,-24.0,15.6,0.64,-34.0,35,-10.0,14.3,0.6,-10.0,44,1.0,22.7,1.03,-6.0
XAUUSDm,16-18,EMACROSS,3.0,48,90,-24.0,17.8,0.67,-34.0,35,-6.0,20.0,0.78,-11.0,44,1.0,25.0,1.03,-6.0
XAUUSDm,16-18,RETEST24,2.0,24,311,15.0,33.4,1.08,-31.0,201,26.0,36.3,1.22,-17.0,182,13.0,35.2,1.11,-16.0
XAUUSDm,16-18,RETEST24,2.0,48,311,21.0,35.4,1.11,-30.0,201,32.0,38.3,1.26,-13.0,182,19.0,36.8,1.17,-14.0
XAUUSDm,16-18,RETEST24,2.5,24,306,-1.5,25.8,0.99,-31.5,198,20.0,29.3,1.16,-16.5,182,0.5,26.9,1.0,-16.0
XAUUSDm,16-18,RETEST24,2.5,48,306,19.5,29.7,1.09,-26.5,198,37.0,33.3,1.29,-12.0,182,13.5,30.2,1.11,-12.0
XAUUSDm,16-18,RETEST24,3.0,24,305,-30.0,19.0,0.85,-42.0,197,-11.0,19.3,0.91,-24.0,178,-10.0,21.3,0.92,-29.0
XAUUSDm,16-18,RETEST24,3.0,48,305,-1.0,23.6,1.0,-25.0,197,30.0,27.4,1.23,-15.0,178,1.0,24.2,1.01,-23.0
XAUUSDm,16-18,RETEST48,2.0,24,168,17.0,35.1,1.17,-23.0,124,15.0,36.3,1.2,-17.0,100,13.0,37.0,1.21,-8.0
XAUUSDm,16-18,RETEST48,2.0,48,168,21.0,37.5,1.2,-23.0,124,18.0,37.9,1.24,-16.0,100,17.0,39.0,1.28,-8.0
XAUUSDm,16-18,RETEST48,2.5,24,168,11.5,28.0,1.11,-23.0,122,11.0,29.5,1.14,-17.5,100,13.5,31.0,1.21,-13.0
XAUUSDm,16-18,RETEST48,2.5,48,168,20.5,31.5,1.18,-22.0,122,14.0,31.1,1.17,-16.0,100,15.0,32.0,1.23,-11.5
XAUUSDm,16-18,RETEST48,3.0,24,168,-5.0,20.8,0.95,-30.0,122,-8.0,19.7,0.9,-19.0,98,3.0,23.5,1.05,-13.0
XAUUSDm,16-18,RETEST48,3.0,48,168,15.0,26.2,1.13,-20.0,122,7.0,24.6,1.08,-17.0,98,3.0,24.5,1.04,-12.0
XAUUSDm,16-18,VWAP,2.0,24,89,-5.0,29.2,0.91,-14.0,57,-21.0,19.3,0.51,-21.0,53,9.0,37.7,1.29,-6.0
XAUUSDm,16-18,VWAP,2.0,48,89,-3.0,31.5,0.95,-14.0,57,-21.0,21.1,0.53,-21.0,53,10.0,39.6,1.31,-6.0
XAUUSDm,16-18,VWAP,2.5,24,87,-7.5,24.1,0.88,-15.0,57,-25.0,14.0,0.44,-25.0,52,7.0,30.8,1.21,-7.0
XAUUSDm,16-18,VWAP,2.5,48,87,-7.0,25.3,0.89,-13.5,57,-25.5,15.8,0.47,-25.5,52,7.5,32.7,1.21,-7.5
XAUUSDm,16-18,VWAP,3.0,24,87,-12.0,18.4,0.8,-19.0,57,-27.0,10.5,0.4,-28.0,51,-2.0,21.6,0.94,-10.0
XAUUSDm,16-18,VWAP,3.0,48,87,-11.0,20.7,0.83,-17.0,57,-25.0,14.0,0.49,-27.0,51,-3.0,23.5,0.92,-12.0
XAUUSDm,16-18,RSI2,2.0,24,277,5.0,32.5,1.03,-31.0,179,46.0,41.3,1.45,-7.0,136,5.0,33.8,1.06,-13.0
XAUUSDm,16-18,RSI2,2.0,48,277,11.0,34.3,1.06,-30.0,179,52.0,43.0,1.51,-7.0,136,5.0,34.6,1.06,-12.0
XAUUSDm,16-18,RSI2,2.5,24,275,-12.5,24.4,0.93,-39.0,179,47.0,34.6,1.44,-8.0,136,-4.5,25.7,0.95,-25.0
XAUUSDm,16-18,RSI2,2.5,48,275,10.5,28.7,1.06,-37.5,179,58.5,37.4,1.54,-8.0,136,-3.0,27.9,0.97,-21.5
XAUUSDm,16-18,RSI2,3.0,24,271,-21.0,19.9,0.89,-34.0,177,23.0,25.4,1.21,-11.0,135,-9.0,20.7,0.9,-32.0
XAUUSDm,16-18,RSI2,3.0,48,271,10.0,24.7,1.05,-31.0,177,48.0,31.1,1.41,-11.0,135,-9.0,23.0,0.91,-32.0
XAUUSDm,18-20,BREAK24,2.0,24,299,-15.0,31.1,0.93,-40.0,187,-9.0,31.6,0.93,-25.0,169,27.0,38.5,1.26,-10.0
XAUUSDm,18-20,BREAK24,2.0,48,299,-13.0,31.8,0.94,-40.0,187,-10.0,31.6,0.92,-25.0,169,29.0,39.1,1.28,-10.0
XAUUSDm,18-20,BREAK24,2.5,24,291,-23.0,24.7,0.89,-54.5,178,-7.0,27.0,0.94,-24.5,158,28.0,32.9,1.27,-16.5
XAUUSDm,18-20,BREAK24,2.5,48,291,-15.0,26.8,0.93,-47.0,178,-10.0,27.0,0.92,-24.5,158,31.0,34.2,1.3,-16.5
XAUUSDm,18-20,BREAK24,3.0,24,279,-40.0,19.4,0.8,-66.0,176,-14.0,22.2,0.89,-29.0,155,24.0,27.7,1.23,-21.0
XAUUSDm,18-20,BREAK24,3.0,48,279,-16.0,23.3,0.92,-51.0,176,-4.0,24.4,0.97,-25.0,155,34.0,30.3,1.32,-18.0
XAUUSDm,18-20,BREAK48,2.0,24,154,-11.0,29.9,0.89,-22.0,93,30.0,44.1,1.58,-6.0,98,4.0,34.7,1.06,-18.0
XAUUSDm,18-20,BREAK48,2.0,48,154,-4.0,32.5,0.96,-19.0,93,30.0,44.1,1.58,-6.0,98,4.0,34.7,1.06,-18.0
XAUUSDm,18-20,BREAK48,2.5,24,150,-8.0,25.3,0.92,-23.5,88,21.5,35.2,1.38,-9.5,93,12.0,32.3,1.19,-19.5
XAUUSDm,18-20,BREAK48,2.5,48,150,1.5,28.7,1.01,-20.5,88,20.5,35.2,1.36,-9.5,93,12.0,32.3,1.19,-19.5
XAUUSDm,18-20,BREAK48,3.0,24,144,-19.0,19.4,0.82,-30.0,87,20.0,29.9,1.34,-12.0,92,2.0,25.0,1.03,-21.0
XAUUSDm,18-20,BREAK48,3.0,48,144,1.0,25.0,1.01,-23.0,87,25.0,32.2,1.42,-9.0,92,4.0,26.1,1.06,-21.0
XAUUSDm,18-20,MOMEMA,2.0,24,682,-46.0,29.8,0.9,-87.0,425,-25.0,30.8,0.91,-39.0,382,13.0,34.0,1.05,-28.0
XAUUSDm,18-20,MOMEMA,2.0,48,682,-37.0,31.4,0.92,-78.0,425,-26.0,31.3,0.91,-40.0,382,12.0,34.3,1.05,-28.0
XAUUSDm,18-20,MOMEMA,2.5,24,644,-83.5,22.8,0.81,-125.5,400,-22.5,26.2,0.92,-28.0,349,12.5,28.9,1.05,-32.0
XAUUSDm,18-20,MOMEMA,2.5,48,644,-59.0,25.5,0.87,-105.0,400,-24.5,26.8,0.92,-30.5,349,12.5,29.5,1.05,-33.0
XAUUSDm,18-20,MOMEMA,3.0,24,617,-77.0,19.6,0.82,-128.0,382,-53.0,20.2,0.81,-55.0,334,16.0,25.1,1.07,-28.0
XAUUSDm,18-20,MOMEMA,3.0,48,617,-43.0,22.7,0.91,-111.0,382,-32.0,22.8,0.89,-34.0,334,23.0,26.6,1.09,-24.0
XAUUSDm,18-20,EMACROSS,2.0,24,77,2.0,33.8,1.04,-16.0,40,-10.0,25.0,0.67,-13.0,42,1.0,33.3,1.04,-11.0
XAUUSDm,18-20,EMACROSS,2.0,48,77,4.0,35.1,1.08,-14.0,40,-10.0,25.0,0.67,-13.0,42,0.0,33.3,1.0,-11.0
XAUUSDm,18-20,EMACROSS,2.5,24,77,-4.0,26.0,0.93,-22.5,40,-8.5,22.5,0.73,-13.5,42,4.5,31.0,1.16,-13.5
XAUUSDm,18-20,EMACROSS,2.5,48,77,-3.5,27.3,0.94,-21.0,40,-8.5,22.5,0.73,-13.5,42,3.5,31.0,1.12,-13.5
XAUUSDm,18-20,EMACROSS,3.0,24,77,2.0,24.7,1.04,-24.0,40,-11.0,17.5,0.66,-15.0,42,5.0,26.2,1.18,-16.0
XAUUSDm,18-20,EMACROSS,3.0,48,77,3.0,26.0,1.05,-23.0,40,-12.0,17.5,0.64,-15.0,42,2.0,26.2,1.06,-17.0
XAUUSDm,18-20,RETEST24,2.0,24,355,-7.0,31.5,0.97,-37.0,209,27.0,36.8,1.21,-16.0,185,-15.0,30.3,0.88,-32.0
XAUUSDm,18-20,RETEST24,2.0,48,355,-7.0,32.4,0.97,-35.0,209,29.0,37.8,1.22,-16.0,185,-14.0,30.8,0.89,-33.0
XAUUSDm,18-20,RETEST24,2.5,24,343,-71.5,20.7,0.71,-74.0,205,24.5,30.7,1.18,-14.5,178,-23.5,24.2,0.82,-46.0
XAUUSDm,18-20,RETEST24,2.5,48,343,-55.5,23.6,0.78,-63.5,205,31.5,32.7,1.23,-17.0,178,-20.5,25.3,0.85,-48.0
XAUUSDm,18-20,RETEST24,3.0,24,341,-96.0,15.2,0.62,-98.0,201,31.0,26.9,1.24,-13.0,176,-19.0,21.0,0.85,-46.0
XAUUSDm,18-20,RETEST24,3.0,48,341,-65.0,19.4,0.75,-66.0,201,41.0,29.9,1.29,-17.0,176,-8.0,23.9,0.94,-42.0
XAUUSDm,18-20,RETEST48,2.0,24,190,-8.0,30.5,0.94,-23.0,107,-18.0,27.1,0.76,-22.0,103,-19.0,27.2,0.75,-29.0
XAUUSDm,18-20,RETEST48,2.0,48,190,-10.0,31.1,0.92,-25.0,107,-19.0,27.1,0.75,-23.0,103,-19.0,27.2,0.75,-29.0
XAUUSDm,18-20,RETEST48,2.5,24,185,-39.0,20.5,0.71,-50.0,106,-18.0,22.6,0.77,-18.5,103,-18.0,23.3,0.77,-33.0
XAUUSDm,18-20,RETEST48,2.5,48,185,-35.0,22.7,0.75,-45.0,106,-17.5,23.6,0.78,-20.5,103,-15.5,24.3,0.8,-33.0
XAUUSDm,18-20,RETEST48,3.0,24,184,-38.0,17.4,0.72,-49.0,106,-19.0,18.9,0.76,-19.0,103,-12.0,21.4,0.85,-31.0
XAUUSDm,18-20,RETEST48,3.0,48,184,-27.0,20.7,0.81,-36.0,106,-17.0,20.8,0.8,-21.0,103,-3.0,24.3,0.96,-28.0
XAUUSDm,18-20,VWAP,2.0,24,70,-14.0,25.7,0.72,-27.0,55,3.0,34.5,1.09,-13.0,27,-3.0,29.6,0.84,-4.0
XAUUSDm,18-20,VWAP,2.0,48,70,-14.0,25.7,0.72,-27.0,55,2.0,34.5,1.06,-13.0,27,-3.0,29.6,0.84,-4.0
XAUUSDm,18-20,VWAP,2.5,24,69,-11.0,23.2,0.78,-26.0,55,3.0,29.1,1.08,-11.5,26,-1.5,26.9,0.92,-3.0
XAUUSDm,18-20,VWAP,2.5,48,69,-11.0,23.2,0.78,-26.0,55,4.5,30.9,1.12,-11.5,26,-1.5,26.9,0.92,-3.0
XAUUSDm,18-20,VWAP,3.0,24,69,-10.0,20.3,0.81,-26.0,55,5.0,25.5,1.14,-13.0,26,-1.0,23.1,0.95,-4.0
XAUUSDm,18-20,VWAP,3.0,48,69,-11.0,20.3,0.79,-27.0,55,13.0,30.9,1.34,-10.0,26,-2.0,23.1,0.9,-5.0
XAUUSDm,18-20,RSI2,2.0,24,332,40.0,36.1,1.2,-19.0,199,22.0,36.2,1.18,-11.0,176,-26.0,28.4,0.79,-38.0
XAUUSDm,18-20,RSI2,2.0,48,332,42.0,37.3,1.2,-20.0,199,20.0,36.7,1.16,-12.0,176,-26.0,28.4,0.79,-38.0
XAUUSDm,18-20,RSI2,2.5,24,323,5.0,26.6,1.02,-28.0,196,37.5,33.2,1.3,-13.5,174,-20.5,24.7,0.84,-39.0
XAUUSDm,18-20,RSI2,2.5,48,323,14.0,29.1,1.06,-28.0,196,35.0,33.7,1.27,-12.5,174,-20.0,25.3,0.85,-37.5
XAUUSDm,18-20,RSI2,3.0,24,321,-3.0,21.8,0.99,-26.0,194,25.0,26.8,1.19,-13.0,171,-22.0,21.1,0.83,-43.0
XAUUSDm,18-20,RSI2,3.0,48,321,9.0,24.6,1.04,-28.0,194,30.0,28.9,1.22,-12.0,171,-18.0,22.2,0.86,-38.0
XAUUSDm,20-22,BREAK24,2.0,24,178,13.0,34.8,1.12,-14.0,104,-16.0,27.9,0.78,-24.0,82,5.0,35.4,1.09,-9.0
XAUUSDm,20-22,BREAK24,2.0,48,178,11.0,35.4,1.1,-17.0,104,-14.0,28.8,0.81,-22.0,82,5.0,35.4,1.09,-9.0
XAUUSDm,20-22,BREAK24,2.5,24,171,13.0,29.2,1.12,-17.0,101,-15.0,23.8,0.8,-28.5,79,6.0,30.4,1.11,-9.0
XAUUSDm,20-22,BREAK24,2.5,48,171,15.5,31.0,1.13,-18.0,101,-13.5,24.8,0.82,-27.0,79,5.0,30.4,1.09,-10.0
XAUUSDm,20-22,BREAK24,3.0,24,162,11.0,24.7,1.1,-22.0,100,-10.0,22.0,0.87,-27.0,79,14.0,29.1,1.25,-10.0
XAUUSDm,20-22,BREAK24,3.0,48,162,20.0,27.8,1.17,-16.0,100,-11.0,22.0,0.86,-28.0,79,13.0,29.1,1.23,-11.0
XAUUSDm,20-22,BREAK48,2.0,24,114,-8.0,30.7,0.9,-26.0,60,-5.0,30.0,0.88,-12.0,45,6.0,37.8,1.21,-6.0
XAUUSDm,20-22,BREAK48,2.0,48,114,-9.0,30.7,0.89,-27.0,60,-3.0,31.7,0.93,-12.0,45,6.0,37.8,1.21,-6.0
XAUUSDm,20-22,BREAK48,2.5,24,112,-11.0,25.0,0.86,-28.0,58,-1.0,27.6,0.98,-15.0,43,9.5,34.9,1.34,-6.5
XAUUSDm,20-22,BREAK48,2.5,48,112,-13.0,25.0,0.84,-30.0,58,1.5,29.3,1.04,-15.0,43,9.5,34.9,1.34,-6.5
XAUUSDm,20-22,BREAK48,3.0,24,106,-3.0,23.6,0.96,-28.0,56,5.0,26.8,1.12,-16.0,43,13.0,32.6,1.45,-6.0
XAUUSDm,20-22,BREAK48,3.0,48,106,-5.0,23.6,0.94,-30.0,56,5.0,26.8,1.12,-16.0,43,13.0,32.6,1.45,-6.0
XAUUSDm,20-22,MOMEMA,2.0,24,428,25.0,34.3,1.09,-45.0,260,-18.0,30.8,0.9,-54.0,206,8.0,34.5,1.06,-11.0
XAUUSDm,20-22,MOMEMA,2.0,48,428,19.0,34.8,1.07,-47.0,260,-14.0,31.5,0.92,-50.0,206,10.0,35.0,1.07,-11.0
XAUUSDm,20-22,MOMEMA,2.5,24,403,26.0,28.3,1.1,-49.5,251,-37.0,23.9,0.8,-78.5,195,15.5,30.3,1.12,-11.0
XAUUSDm,20-22,MOMEMA,2.5,48,403,41.5,31.5,1.15,-44.0,251,-34.0,24.7,0.82,-74.5,195,18.5,31.3,1.14,-11.0
XAUUSDm,20-22,MOMEMA,3.0,24,390,16.0,23.3,1.06,-62.0,247,-38.0,20.6,0.8,-81.0,194,13.0,25.8,1.09,-14.0
XAUUSDm,20-22,MOMEMA,3.0,48,390,46.0,27.7,1.17,-48.0,247,-34.0,21.5,0.82,-77.0,194,14.0,26.8,1.1,-14.0
