activo,franja,estrat,tp,ttl,P1_n,P1_pnl,P1_win,P1_PF,P1_DD,P2_n,P2_pnl,P2_win,P2_PF,P2_DD,P3_n,P3_pnl,P3_win,P3_PF,P3_DD
BTCUSDm,02-04,RSI2,2.0,24,413,-11.0,31.7,0.96,-45.0,308,-37.0,29.2,0.83,-45.0,214,-8.0,31.8,0.94,-30.0
BTCUSDm,02-04,RSI2,2.0,48,413,-5.0,32.9,0.98,-43.0,308,-35.0,29.5,0.84,-43.0,214,-7.0,32.2,0.95,-29.0
BTCUSDm,02-04,RSI2,2.5,24,406,-38.5,24.9,0.87,-61.5,303,-32.0,25.1,0.86,-45.0,211,-16.0,25.6,0.89,-39.5
BTCUSDm,02-04,RSI2,2.5,48,406,-27.0,26.6,0.91,-53.0,303,-36.0,25.1,0.84,-49.0,211,-10.5,27.0,0.93,-35.5
BTCUSDm,02-04,RSI2,3.0,24,405,-45.0,20.7,0.85,-68.0,300,-58.0,19.3,0.75,-63.0,210,-15.0,21.9,0.9,-41.0
BTCUSDm,02-04,RSI2,3.0,48,405,-24.0,23.5,0.92,-50.0,300,-55.0,20.3,0.77,-63.0,210,0.0,24.8,1.0,-35.0
BTCUSDm,04-06,BREAK24,2.0,24,456,-22.0,31.6,0.93,-47.0,276,30.0,37.0,1.17,-26.0,234,33.0,38.0,1.23,-28.0
BTCUSDm,04-06,BREAK24,2.0,48,456,-21.0,31.8,0.93,-48.0,276,30.0,37.0,1.17,-26.0,234,33.0,38.0,1.23,-28.0
BTCUSDm,04-06,BREAK24,2.5,24,433,-24.0,26.8,0.92,-55.0,263,1.5,28.5,1.01,-32.5,225,30.5,32.4,1.2,-32.5
BTCUSDm,04-06,BREAK24,2.5,48,433,-23.5,27.0,0.93,-54.5,263,3.0,28.9,1.02,-33.0,225,30.5,32.4,1.2,-32.5
BTCUSDm,04-06,BREAK24,3.0,24,425,-24.0,23.1,0.92,-60.0,258,10.0,25.6,1.05,-29.0,222,22.0,27.5,1.14,-39.0
BTCUSDm,04-06,BREAK24,3.0,48,425,-12.0,24.2,0.96,-54.0,258,12.0,26.0,1.06,-28.0,222,22.0,27.5,1.14,-39.0
BTCUSDm,04-06,BREAK48,2.0,24,251,-20.0,30.7,0.89,-33.0,167,23.0,37.7,1.22,-12.0,140,-11.0,30.7,0.89,-28.0
BTCUSDm,04-06,BREAK48,2.0,48,251,-20.0,30.7,0.89,-33.0,167,22.0,37.7,1.21,-12.0,140,-11.0,30.7,0.89,-28.0
BTCUSDm,04-06,BREAK48,2.5,24,242,-24.0,25.6,0.87,-39.5,159,4.0,28.9,1.04,-16.5,136,-6.5,27.2,0.93,-36.5
BTCUSDm,04-06,BREAK48,2.5,48,242,-25.0,25.6,0.86,-40.5,159,5.5,29.6,1.05,-16.5,136,-6.5,27.2,0.93,-36.5
BTCUSDm,04-06,BREAK48,3.0,24,239,-20.0,22.6,0.89,-38.0,159,11.0,26.4,1.1,-16.0,135,-3.0,24.4,0.97,-35.0
BTCUSDm,04-06,BREAK48,3.0,48,239,-19.0,23.0,0.9,-37.0,159,10.0,26.4,1.09,-16.0,135,-3.0,24.4,0.97,-35.0
BTCUSDm,04-06,MOMEMA,2.0,24,1011,62.0,35.2,1.1,-38.0,635,43.0,35.6,1.11,-32.0,525,81.0,38.3,1.25,-25.0
BTCUSDm,04-06,MOMEMA,2.0,48,1011,63.0,35.4,1.1,-36.0,635,43.0,35.6,1.11,-32.0,525,81.0,38.5,1.25,-26.0
BTCUSDm,04-06,MOMEMA,2.5,24,949,39.5,29.4,1.06,-58.0,598,49.0,30.8,1.12,-38.0,496,111.5,34.9,1.35,-26.0
BTCUSDm,04-06,MOMEMA,2.5,48,949,59.0,30.3,1.09,-49.0,598,53.0,31.1,1.13,-38.0,496,110.5,34.9,1.34,-27.0
BTCUSDm,04-06,MOMEMA,3.0,24,905,49.0,25.5,1.08,-56.0,571,61.0,27.1,1.15,-47.0,475,111.0,30.3,1.35,-25.0
BTCUSDm,04-06,MOMEMA,3.0,48,905,86.0,27.3,1.13,-46.0,571,70.0,28.0,1.17,-46.0,475,119.0,31.2,1.37,-26.0
BTCUSDm,04-06,EMACROSS,2.0,24,134,-1.0,32.8,0.99,-14.0,75,18.0,41.3,1.41,-4.0,71,13.0,39.4,1.3,-8.0
BTCUSDm,04-06,EMACROSS,2.0,48,134,-2.0,32.8,0.98,-15.0,75,18.0,41.3,1.41,-4.0,71,13.0,39.4,1.3,-8.0
BTCUSDm,04-06,EMACROSS,2.5,24,134,8.0,29.9,1.09,-13.5,75,27.5,38.7,1.61,-8.5,71,20.0,36.6,1.44,-9.5
BTCUSDm,04-06,EMACROSS,2.5,48,134,9.5,30.6,1.1,-12.0,75,30.0,40.0,1.67,-7.0,71,20.0,36.6,1.44,-9.5
BTCUSDm,04-06,EMACROSS,3.0,24,134,10.0,26.1,1.11,-18.0,75,27.0,33.3,1.56,-12.0,71,21.0,32.4,1.44,-9.0
BTCUSDm,04-06,EMACROSS,3.0,48,134,14.0,27.6,1.14,-14.0,75,30.0,34.7,1.62,-9.0,71,21.0,32.4,1.44,-9.0
BTCUSDm,04-06,RETEST24,2.0,24,527,-59.0,29.4,0.84,-67.0,317,41.0,37.5,1.21,-14.0,284,-26.0,29.9,0.87,-44.0
BTCUSDm,04-06,RETEST24,2.0,48,527,-53.0,30.0,0.86,-64.0,317,43.0,37.9,1.22,-14.0,284,-26.0,30.3,0.87,-43.0
BTCUSDm,04-06,RETEST24,2.5,24,523,-55.0,25.2,0.86,-73.5,314,50.5,32.8,1.24,-18.0,279,-26.5,25.4,0.87,-49.0
BTCUSDm,04-06,RETEST24,2.5,48,523,-47.0,26.0,0.88,-67.0,314,57.0,33.8,1.27,-18.0,279,-23.5,26.2,0.89,-47.5
BTCUSDm,04-06,RETEST24,3.0,24,517,-57.0,21.5,0.85,-78.0,309,36.0,27.2,1.17,-17.0,274,-30.0,21.5,0.86,-44.0
BTCUSDm,04-06,RETEST24,3.0,48,517,-46.0,22.6,0.88,-72.0,309,51.0,29.1,1.23,-17.0,274,-17.0,23.4,0.92,-42.0
BTCUSDm,04-06,RETEST48,2.0,24,295,-30.0,29.8,0.85,-47.0,211,-9.0,31.8,0.94,-32.0,155,6.0,34.2,1.06,-22.0
BTCUSDm,04-06,RETEST48,2.0,48,295,-28.0,30.2,0.86,-47.0,211,-7.0,32.2,0.95,-30.0,155,7.0,34.8,1.07,-21.0
BTCUSDm,04-06,RETEST48,2.5,24,294,-24.0,25.9,0.89,-46.0,209,3.0,28.7,1.02,-30.5,154,-0.5,27.9,1.0,-24.0
BTCUSDm,04-06,RETEST48,2.5,48,294,-21.0,26.5,0.9,-47.0,209,8.0,29.7,1.05,-25.5,154,3.5,29.2,1.03,-22.5
BTCUSDm,04-06,RETEST48,3.0,24,294,-34.0,21.1,0.85,-55.0,206,-1.0,24.3,0.99,-28.0,153,9.0,25.5,1.08,-15.0
BTCUSDm,04-06,RETEST48,3.0,48,294,-25.0,22.8,0.89,-51.0,206,6.0,25.7,1.04,-25.0,153,16.0,27.5,1.15,-17.0
BTCUSDm,04-06,VWAP,2.0,24,302,22.0,35.8,1.11,-22.0,171,16.0,36.3,1.15,-17.0,173,35.0,39.9,1.34,-12.0
BTCUSDm,04-06,VWAP,2.0,48,302,22.0,35.8,1.11,-22.0,171,15.0,36.3,1.14,-17.0,173,37.0,40.5,1.36,-12.0
BTCUSDm,04-06,VWAP,2.5,24,297,22.0,30.3,1.11,-18.5,165,21.5,32.1,1.19,-19.5,171,40.0,35.1,1.36,-17.5
BTCUSDm,04-06,VWAP,2.5,48,297,32.0,31.6,1.16,-17.0,165,20.5,32.1,1.18,-20.5,171,40.0,35.1,1.36,-17.5
BTCUSDm,04-06,VWAP,3.0,24,296,18.0,25.7,1.09,-19.0,164,10.0,26.2,1.08,-24.0,169,49.0,32.0,1.43,-16.0
BTCUSDm,04-06,VWAP,3.0,48,296,30.0,27.4,1.14,-20.0,164,8.0,26.2,1.07,-26.0,169,52.0,32.5,1.46,-16.0
BTCUSDm,04-06,RSI2,2.0,24,460,-27.0,31.3,0.91,-40.0,295,22.0,35.6,1.12,-19.0,243,-24.0,30.0,0.86,-34.0
BTCUSDm,04-06,RSI2,2.0,48,460,-28.0,31.3,0.91,-41.0,295,23.0,35.9,1.12,-19.0,243,-24.0,30.0,0.86,-34.0
BTCUSDm,04-06,RSI2,2.5,24,456,-31.0,26.3,0.91,-37.5,288,9.0,29.2,1.04,-17.5,237,-45.0,22.8,0.75,-50.0
BTCUSDm,04-06,RSI2,2.5,48,456,-32.5,26.5,0.9,-39.0,288,9.5,29.5,1.05,-15.0,237,-41.0,23.6,0.77,-46.5
BTCUSDm,04-06,RSI2,3.0,24,454,-21.0,23.3,0.94,-40.0,286,23.0,26.6,1.11,-16.0,236,-32.0,21.2,0.82,-46.0
BTCUSDm,04-06,RSI2,3.0,48,454,-18.0,24.0,0.95,-42.0,286,26.0,27.3,1.12,-17.0,236,-28.0,22.0,0.85,-43.0
BTCUSDm,06-08,BREAK24,2.0,24,551,-23.0,31.9,0.94,-59.0,306,-35.0,29.4,0.84,-47.0,258,24.0,36.4,1.15,-22.0
BTCUSDm,06-08,BREAK24,2.0,48,551,-23.0,31.9,0.94,-59.0,306,-36.0,29.4,0.83,-48.0,258,24.0,36.4,1.15,-22.0
BTCUSDm,06-08,BREAK24,2.5,24,532,-15.5,27.6,0.96,-71.5,295,-14.0,27.1,0.93,-35.0,251,33.5,32.3,1.2,-20.5
BTCUSDm,06-08,BREAK24,2.5,48,532,-17.5,27.6,0.95,-72.5,295,-15.0,27.1,0.93,-35.0,251,36.0,32.7,1.21,-20.5
BTCUSDm,06-08,BREAK24,3.0,24,522,-36.0,23.0,0.91,-95.0,285,-14.0,23.5,0.93,-30.0,244,29.0,27.9,1.17,-24.0
BTCUSDm,06-08,BREAK24,3.0,48,522,-42.0,23.0,0.9,-99.0,285,-12.0,23.9,0.94,-27.0,244,29.0,27.9,1.17,-24.0
BTCUSDm,06-08,BREAK48,2.0,24,364,-19.0,31.6,0.92,-40.0,193,-25.0,29.0,0.82,-32.0,181,14.0,35.9,1.12,-15.0
BTCUSDm,06-08,BREAK48,2.0,48,364,-19.0,31.6,0.92,-40.0,193,-25.0,29.0,0.82,-32.0,181,14.0,35.9,1.12,-15.0
BTCUSDm,06-08,BREAK48,2.5,24,353,0.5,28.6,1.0,-47.0,187,-19.0,25.7,0.86,-26.0,175,18.5,31.4,1.16,-15.5
BTCUSDm,06-08,BREAK48,2.5,48,353,0.5,28.6,1.0,-47.0,187,-19.0,25.7,0.86,-26.0,175,21.0,32.0,1.18,-15.5
BTCUSDm,06-08,BREAK48,3.0,24,345,-3.0,24.6,0.99,-57.0,184,-19.0,22.3,0.87,-26.0,172,2.0,25.0,1.02,-26.0
BTCUSDm,06-08,BREAK48,3.0,48,345,-1.0,24.9,1.0,-57.0,184,-16.0,22.8,0.89,-26.0,172,5.0,25.6,1.04,-23.0
BTCUSDm,06-08,MOMEMA,2.0,24,1135,32.0,34.2,1.04,-41.0,659,-7.0,32.9,0.98,-29.0,551,38.0,35.6,1.11,-24.0
BTCUSDm,06-08,MOMEMA,2.0,48,1135,35.0,34.4,1.05,-39.0,659,-8.0,32.9,0.98,-29.0,551,37.0,35.6,1.1,-25.0
BTCUSDm,06-08,MOMEMA,2.5,24,1064,23.5,29.0,1.03,-43.0,618,-1.0,28.5,1.0,-32.5,528,51.5,31.2,1.14,-20.5
BTCUSDm,06-08,MOMEMA,2.5,48,1064,25.5,29.2,1.03,-39.0,618,-2.0,28.5,1.0,-32.5,528,53.0,31.4,1.15,-21.5
BTCUSDm,06-08,MOMEMA,3.0,24,1008,-7.0,24.4,0.99,-75.0,593,-24.0,23.8,0.95,-40.0,499,42.0,26.9,1.12,-19.0
BTCUSDm,06-08,MOMEMA,3.0,48,1008,-2.0,24.9,1.0,-75.0,593,-20.0,24.1,0.96,-41.0,499,42.0,27.1,1.12,-21.0
BTCUSDm,06-08,EMACROSS,2.0,24,163,-22.0,28.8,0.81,-37.0,77,-17.0,26.0,0.7,-24.0,87,12.0,37.9,1.22,-14.0
BTCUSDm,06-08,EMACROSS,2.0,48,163,-22.0,28.8,0.81,-37.0,77,-17.0,26.0,0.7,-24.0,87,12.0,37.9,1.22,-14.0
BTCUSDm,06-08,EMACROSS,2.5,24,163,-22.0,24.5,0.82,-34.5,77,-10.5,24.7,0.82,-20.5,87,1.5,28.7,1.02,-23.0
BTCUSDm,06-08,EMACROSS,2.5,48,163,-23.0,24.5,0.81,-34.5,77,-10.5,24.7,0.82,-20.5,87,4.0,29.9,1.07,-23.0
BTCUSDm,06-08,EMACROSS,3.0,24,163,-13.0,22.7,0.9,-29.0,77,-13.0,20.8,0.79,-22.0,87,-2.0,24.1,0.97,-22.0
BTCUSDm,06-08,EMACROSS,3.0,48,163,-14.0,22.7,0.89,-29.0,77,-13.0,20.8,0.79,-22.0,87,1.0,25.3,1.02,-22.0
BTCUSDm,06-08,RETEST24,2.0,24,575,-22.0,32.0,0.94,-49.0,333,15.0,34.8,1.07,-24.0,270,-14.0,31.5,0.92,-33.0
BTCUSDm,06-08,RETEST24,2.0,48,575,-20.0,32.2,0.95,-49.0,333,15.0,34.8,1.07,-24.0,270,-12.0,31.9,0.93,-31.0
BTCUSDm,06-08,RETEST24,2.5,24,567,-16.0,27.5,0.96,-41.5,324,4.5,28.7,1.02,-22.5,268,-12.0,26.9,0.94,-45.0
BTCUSDm,06-08,RETEST24,2.5,48,567,-14.0,27.9,0.97,-40.5,324,5.0,29.0,1.02,-22.0,268,-9.0,27.6,0.95,-40.0
BTCUSDm,06-08,RETEST24,3.0,24,560,6.0,24.8,1.01,-40.0,317,16.0,25.9,1.07,-24.0,266,-12.0,23.3,0.94,-37.0
BTCUSDm,06-08,RETEST24,3.0,48,560,16.0,25.7,1.04,-34.0,317,19.0,26.5,1.08,-24.0,266,-6.0,24.4,0.97,-33.0
BTCUSDm,06-08,RETEST48,2.0,24,372,-32.0,30.4,0.88,-45.0,209,43.0,40.2,1.34,-17.0,180,-22.0,28.9,0.83,-24.0
BTCUSDm,06-08,RETEST48,2.0,48,372,-30.0,30.6,0.88,-45.0,209,43.0,40.2,1.34,-17.0,180,-21.0,29.4,0.83,-23.0
BTCUSDm,06-08,RETEST48,2.5,24,368,-41.0,25.0,0.85,-53.0,206,41.0,34.0,1.31,-14.5,180,-19.5,25.0,0.85,-25.5
BTCUSDm,06-08,RETEST48,2.5,48,368,-39.0,25.5,0.86,-52.5,206,42.5,34.5,1.31,-14.5,180,-19.0,25.6,0.86,-24.0
BTCUSDm,06-08,RETEST48,3.0,24,366,-42.0,21.6,0.85,-59.0,204,47.0,30.4,1.34,-12.0,179,-15.0,22.3,0.89,-23.0
BTCUSDm,06-08,RETEST48,3.0,48,366,-30.0,23.0,0.89,-52.0,204,52.0,31.4,1.37,-12.0,179,-15.0,22.9,0.89,-22.0
BTCUSDm,06-08,VWAP,2.0,24,294,-9.0,32.3,0.95,-26.0,153,-6.0,32.0,0.94,-26.0,136,22.0,38.2,1.27,-11.0
BTCUSDm,06-08,VWAP,2.0,48,294,-9.0,32.3,0.95,-26.0,153,-6.0,32.0,0.94,-26.0,136,23.0,39.0,1.28,-12.0
BTCUSDm,06-08,VWAP,2.5,24,287,0.0,28.6,1.0,-27.0,152,9.0,30.3,1.08,-23.0,135,19.5,31.9,1.22,-11.0
BTCUSDm,06-08,VWAP,2.5,48,287,0.0,28.6,1.0,-27.0,152,9.0,30.3,1.08,-23.0,135,26.0,34.1,1.29,-11.0
BTCUSDm,06-08,VWAP,3.0,24,280,10.0,25.7,1.05,-24.0,150,-4.0,24.0,0.96,-25.0,134,10.0,26.1,1.11,-24.0
BTCUSDm,06-08,VWAP,3.0,48,280,12.0,26.1,1.06,-25.0,150,-1.0,24.7,0.99,-25.0,134,18.0,28.4,1.19,-19.0
BTCUSDm,06-08,RSI2,2.0,24,577,-21.0,32.1,0.95,-54.0,308,2.0,33.4,1.01,-27.0,274,-18.0,31.0,0.9,-26.0
BTCUSDm,06-08,RSI2,2.0,48,577,-19.0,32.2,0.95,-54.0,308,4.0,33.8,1.02,-25.0,274,-19.0,31.0,0.9,-26.0
BTCUSDm,06-08,RSI2,2.5,24,565,-45.0,26.2,0.89,-56.5,303,-8.0,27.7,0.96,-28.0,270,-19.5,26.3,0.9,-25.0
BTCUSDm,06-08,RSI2,2.5,48,565,-43.5,26.4,0.9,-56.5,303,-5.5,28.1,0.97,-25.5,270,-18.0,26.7,0.91,-25.0
BTCUSDm,06-08,RSI2,3.0,24,556,-61.0,22.1,0.86,-67.0,300,-5.0,24.3,0.98,-27.0,266,-26.0,22.2,0.87,-35.0
BTCUSDm,06-08,RSI2,3.0,48,556,-56.0,22.5,0.87,-64.0,300,0.0,25.0,1.0,-24.0,266,-26.0,22.6,0.87,-35.0
BTCUSDm,08-10,BREAK24,2.0,24,524,-11.0,32.4,0.97,-74.0,327,-17.0,31.5,0.92,-35.0,252,31.0,37.3,1.2,-15.0
BTCUSDm,08-10,BREAK24,2.0,48,524,-11.0,32.6,0.97,-75.0,327,-15.0,31.8,0.93,-33.0,252,33.0,37.7,1.21,-15.0
BTCUSDm,08-10,BREAK24,2.5,24,507,10.5,29.0,1.03,-63.0,322,-32.0,25.5,0.86,-43.5,241,44.5,33.6,1.28,-11.0
BTCUSDm,08-10,BREAK24,2.5,48,507,11.0,29.2,1.03,-64.0,322,-24.5,26.4,0.9,-39.5,241,49.5,34.4,1.31,-10.0
BTCUSDm,08-10,BREAK24,3.0,24,491,3.0,24.8,1.01,-66.0,313,-16.0,23.3,0.93,-38.0,229,50.0,30.1,1.32,-12.0
BTCUSDm,08-10,BREAK24,3.0,48,491,10.0,25.5,1.03,-64.0,313,-9.0,24.3,0.96,-40.0,229,59.0,31.4,1.38,-12.0
BTCUSDm,08-10,BREAK48,2.0,24,356,-6.0,32.6,0.97,-45.0,213,-15.0,31.0,0.9,-21.0,162,16.0,36.4,1.16,-9.0
BTCUSDm,08-10,BREAK48,2.0,48,356,-5.0,32.9,0.98,-45.0,213,-15.0,31.0,0.9,-21.0,162,18.0,37.0,1.18,-9.0
BTCUSDm,08-10,BREAK48,2.5,24,347,8.5,29.1,1.03,-40.0,209,-20.0,25.8,0.87,-27.0,153,26.5,33.3,1.26,-10.5
BTCUSDm,08-10,BREAK48,2.5,48,347,10.0,29.4,1.04,-40.0,209,-20.0,25.8,0.87,-27.0,153,29.0,34.0,1.29,-10.5
BTCUSDm,08-10,BREAK48,3.0,24,336,3.0,25.0,1.01,-39.0,203,-5.0,24.1,0.97,-27.0,146,36.0,30.8,1.36,-11.0
BTCUSDm,08-10,BREAK48,3.0,48,336,5.0,25.3,1.02,-39.0,203,1.0,25.1,1.01,-27.0,146,42.0,32.2,1.42,-11.0
BTCUSDm,08-10,MOMEMA,2.0,24,1138,28.0,34.0,1.04,-36.0,689,-4.0,32.9,0.99,-58.0,564,77.0,37.8,1.22,-13.0
BTCUSDm,08-10,MOMEMA,2.0,48,1138,32.0,34.3,1.04,-35.0,689,1.0,33.4,1.0,-59.0,564,78.0,37.9,1.22,-13.0
BTCUSDm,08-10,MOMEMA,2.5,24,1088,14.5,28.6,1.02,-46.0,663,-0.5,28.2,1.0,-52.5,536,118.0,34.7,1.34,-14.0
BTCUSDm,08-10,MOMEMA,2.5,48,1088,32.0,29.4,1.04,-45.0,663,5.5,28.8,1.01,-50.0,536,115.0,34.7,1.33,-14.0
BTCUSDm,08-10,MOMEMA,3.0,24,1032,10.0,24.7,1.01,-51.0,629,4.0,24.5,1.01,-54.0,506,84.0,28.7,1.24,-17.0
BTCUSDm,08-10,MOMEMA,3.0,48,1032,37.0,25.9,1.05,-45.0,629,20.0,25.8,1.04,-50.0,506,98.0,29.8,1.28,-19.0
BTCUSDm,08-10,EMACROSS,2.0,24,146,-8.0,31.5,0.92,-21.0,91,17.0,39.6,1.31,-12.0,81,-11.0,28.4,0.81,-17.0
BTCUSDm,08-10,EMACROSS,2.0,48,146,-8.0,31.5,0.92,-21.0,91,17.0,39.6,1.31,-12.0,81,-12.0,28.4,0.79,-18.0
BTCUSDm,08-10,EMACROSS,2.5,24,146,-7.5,26.7,0.93,-17.5,91,21.0,35.2,1.36,-10.5,81,-13.5,23.5,0.78,-22.5
BTCUSDm,08-10,EMACROSS,2.5,48,146,-2.5,28.1,0.98,-15.0,91,21.0,35.2,1.36,-10.5,81,-14.5,23.5,0.77,-23.5
BTCUSDm,08-10,EMACROSS,3.0,24,146,-6.0,23.3,0.94,-16.0,91,34.0,34.1,1.58,-10.0,81,-7.0,22.2,0.89,-18.0
BTCUSDm,08-10,EMACROSS,3.0,48,146,-2.0,24.7,0.98,-14.0,91,37.0,35.2,1.63,-10.0,81,-5.0,23.5,0.92,-19.0
BTCUSDm,08-10,RETEST24,2.0,24,607,-16.0,32.5,0.96,-37.0,338,-35.0,29.9,0.85,-52.0,285,34.0,37.2,1.19,-14.0
BTCUSDm,08-10,RETEST24,2.0,48,607,-16.0,32.5,0.96,-37.0,338,-35.0,29.9,0.85,-52.0,285,36.0,37.5,1.2,-14.0
BTCUSDm,08-10,RETEST24,2.5,24,598,-22.0,27.4,0.95,-54.0,333,-44.0,24.6,0.82,-64.5,279,-4.5,27.6,0.98,-25.0
BTCUSDm,08-10,RETEST24,2.5,48,598,-24.0,27.4,0.94,-56.0,333,-42.5,24.9,0.83,-63.0,279,-2.5,28.3,0.99,-22.0
BTCUSDm,08-10,RETEST24,3.0,24,593,-45.0,22.6,0.9,-75.0,332,-30.0,22.3,0.88,-67.0,278,-2.0,24.1,0.99,-25.0
BTCUSDm,08-10,RETEST24,3.0,48,593,-44.0,23.1,0.9,-77.0,332,-20.0,23.5,0.92,-56.0,278,-2.0,24.8,0.99,-27.0
BTCUSDm,08-10,RETEST48,2.0,24,420,-18.0,31.9,0.94,-34.0,232,-4.0,32.8,0.97,-19.0,167,22.0,37.7,1.21,-14.0
BTCUSDm,08-10,RETEST48,2.0,48,420,-18.0,31.9,0.94,-34.0,232,-4.0,32.8,0.97,-19.0,167,22.0,37.7,1.21,-14.0
BTCUSDm,08-10,RETEST48,2.5,24,417,-22.0,26.9,0.93,-37.5,228,-19.5,25.9,0.88,-36.5,166,-1.0,27.7,0.99,-13.5
BTCUSDm,08-10,RETEST48,2.5,48,417,-21.5,27.1,0.93,-39.5,228,-18.0,26.3,0.89,-35.0,166,2.0,28.9,1.02,-13.5
BTCUSDm,08-10,RETEST48,3.0,24,415,-55.0,21.0,0.83,-61.0,227,-15.0,22.9,0.91,-41.0,165,-2.0,23.6,0.98,-23.0
BTCUSDm,08-10,RETEST48,3.0,48,415,-50.0,21.9,0.85,-64.0,227,-11.0,23.8,0.94,-39.0,165,-1.0,24.8,0.99,-23.0
BTCUSDm,08-10,VWAP,2.0,24,230,-1.0,33.0,0.99,-31.0,161,-8.0,31.1,0.93,-14.0,129,15.0,37.2,1.19,-13.0
BTCUSDm,08-10,VWAP,2.0,48,230,1.0,33.5,1.01,-31.0,161,-2.0,32.9,0.98,-11.0,129,15.0,37.2,1.19,-13.0
BTCUSDm,08-10,VWAP,2.5,24,227,-3.5,27.8,0.98,-31.0,158,0.0,27.8,1.0,-12.5,125,8.0,30.4,1.09,-17.0
BTCUSDm,08-10,VWAP,2.5,48,227,0.5,28.6,1.0,-31.0,158,6.5,29.7,1.06,-9.0,125,8.0,30.4,1.09,-17.0
BTCUSDm,08-10,VWAP,3.0,24,224,-7.0,23.7,0.96,-28.0,156,2.0,24.4,1.02,-17.0,122,3.0,25.4,1.03,-17.0
BTCUSDm,08-10,VWAP,3.0,48,224,4.0,25.4,1.02,-27.0,156,8.0,26.3,1.07,-14.0,122,6.0,26.2,1.07,-17.0
BTCUSDm,08-10,RSI2,2.0,24,536,-23.0,31.9,0.94,-45.0,329,-5.0,32.8,0.98,-29.0,257,-13.0,31.5,0.93,-28.0
BTCUSDm,08-10,RSI2,2.0,48,536,-23.0,31.9,0.94,-45.0,329,-5.0,32.8,0.98,-29.0,257,-14.0,31.5,0.92,-28.0
BTCUSDm,08-10,RSI2,2.5,24,525,-44.0,25.9,0.89,-67.0,320,-25.5,25.9,0.89,-45.0,255,-9.0,27.5,0.95,-24.5
BTCUSDm,08-10,RSI2,2.5,48,525,-45.5,26.1,0.88,-70.0,320,-19.0,26.9,0.92,-42.5,255,-10.0,27.5,0.95,-24.5
BTCUSDm,08-10,RSI2,3.0,24,519,-25.0,23.5,0.94,-51.0,315,-24.0,22.5,0.9,-49.0,253,-11.0,23.3,0.94,-24.0
BTCUSDm,08-10,RSI2,3.0,48,519,-27.0,23.7,0.93,-55.0,315,-19.0,23.5,0.92,-49.0,253,-9.0,24.1,0.95,-22.0
BTCUSDm,10-12,BREAK24,2.0,24,474,-42.0,30.4,0.87,-53.0,274,2.0,33.6,1.01,-17.0,235,-6.0,32.3,0.96,-29.0
BTCUSDm,10-12,BREAK24,2.0,48,474,-42.0,30.4,0.87,-53.0,274,2.0,33.6,1.01,-17.0,235,-7.0,32.3,0.96,-29.0
BTCUSDm,10-12,BREAK24,2.5,24,459,-41.5,25.9,0.88,-54.0,266,-3.5,28.2,0.98,-18.5,227,-1.0,28.2,0.99,-33.0
BTCUSDm,10-12,BREAK24,2.5,48,459,-42.5,25.9,0.88,-54.0,266,-3.5,28.2,0.98,-18.5,227,0.5,28.6,1.0,-30.5
BTCUSDm,10-12,BREAK24,3.0,24,445,-14.0,24.0,0.96,-42.0,259,-26.0,22.4,0.87,-28.0,222,12.0,26.1,1.07,-31.0
BTCUSDm,10-12,BREAK24,3.0,48,445,-13.0,24.3,0.96,-42.0,259,-27.0,22.4,0.87,-29.0,222,14.0,26.6,1.09,-28.0
BTCUSDm,10-12,BREAK48,2.0,24,319,-22.0,31.0,0.9,-37.0,158,10.0,35.4,1.1,-10.0,156,-21.0,28.8,0.81,-23.0
BTCUSDm,10-12,BREAK48,2.0,48,319,-22.0,31.0,0.9,-37.0,158,10.0,35.4,1.1,-10.0,156,-21.0,28.8,0.81,-23.0
BTCUSDm,10-12,BREAK48,2.5,24,310,-23.0,26.5,0.9,-32.0,152,12.5,30.9,1.12,-11.5,152,-14.5,25.7,0.87,-25.0
BTCUSDm,10-12,BREAK48,2.5,48,310,-23.0,26.5,0.9,-32.0,152,12.5,30.9,1.12,-11.5,152,-12.0,26.3,0.89,-22.5
BTCUSDm,10-12,BREAK48,3.0,24,303,-17.0,23.4,0.93,-40.0,148,9.0,26.4,1.08,-15.0,148,-19.0,21.6,0.83,-32.0
BTCUSDm,10-12,BREAK48,3.0,48,303,-11.0,24.1,0.95,-37.0,148,8.0,26.4,1.07,-15.0,148,-16.0,22.3,0.86,-29.0
BTCUSDm,10-12,MOMEMA,2.0,24,1089,-57.0,31.6,0.92,-70.0,642,-50.0,30.7,0.89,-58.0,549,11.0,33.9,1.03,-46.0
BTCUSDm,10-12,MOMEMA,2.0,48,1089,-57.0,31.6,0.92,-70.0,642,-51.0,30.7,0.89,-59.0,549,9.0,33.9,1.02,-46.0
BTCUSDm,10-12,MOMEMA,2.5,24,1030,-17.0,28.0,0.98,-58.0,611,-36.5,26.7,0.92,-58.5,518,21.5,29.5,1.06,-42.0
BTCUSDm,10-12,MOMEMA,2.5,48,1030,-18.5,28.1,0.98,-59.5,611,-37.0,26.8,0.92,-59.0,518,24.5,29.9,1.07,-42.0
BTCUSDm,10-12,MOMEMA,3.0,24,974,-42.0,23.5,0.94,-66.0,595,-57.0,22.4,0.88,-77.0,505,38.0,26.5,1.1,-43.0
